bikeid,facilitycl,street,fromstreet,tostreet,instdate,moddate,yr,,,Modification Year,Counts Missing
1322,III,NEW LOTS AVE,HEGEMAN AV,ATKINS AVENUE,2013-11-13,2013-11-13,2013,,,,
1325,III,OCEAN AVENUE,PARKSIDE AV,AVENUE H,2013-06-28,2013-06-28,2013,,,,
1374,III,PENNSYLVANIA AVENUE,FLATLANDS AVE,SEAVIEW AVE,2013-10-20,2013-10-20,2013,,,,
1376,I,PIONEER STREET,IMLAY STREET,CONOVER STREET,2013-09-25,2013-09-25,2013,,,,
1380,III,PITKIN AVENUE,LEGION ST,POWELL ST,2013-06-14,2013-06-14,2013,,,,
1396,III,PROSPECT PARK W,PROSPECT PARK W,15 ST,2013-04-22,2013-04-22,2013,,,,
1398,III,PROSPECT STREET,ADAMS ST,PEARL ST,2013-10-25,2013-10-25,2013,,,,
1399,I,PROSPECT STREET,WASHINGTON ST,ADAMS ST,2013-10-25,2013-10-25,2013,,,,
1424,II,SACKETT STREET,BOND ST,VAN BRUNT ST,2013-09-25,2013-09-25,2013,,,,
1434,III,SCHENCK AVENUE,NEW LOTS AV,LIBERTY AV,2013-11-13,2013-11-13,2013,,,,
1466,II,SULLIVAN STREET,CONOVER STREET,FERRIS STREET,2013-09-25,2013-09-25,2013,,,,
1467,I,SUMMIT ST,VAN BRUNT ST,IMLAY ST,2013-09-25,2013-09-25,2013,,,,
1488,III,UNION ST,HICKS ST,HENRY ST,2013-09-25,2013-09-25,2013,,,,
1489,II,UNION ST,VAN BRUNT ST,HICKS ST,2013-09-25,2013-09-25,2013,,,,
1490,II,UNION ST BR,BOND ST,NEVINS ST,1980-07-01,2013-09-25,2013,,,,
1495,I,VAN BRUNT ST,SACKETT ST,DEGRAW ST,2013-11-05,2013-11-05,2013,,,,
1497,I,VAN BRUNT ST,SUMMIT ST,UNION ST,2013-11-05,2013-11-05,2013,,,,
1505,II,VANDALIA AVENUE,PENNSYLVANIA AVE,BETHEL LOOP,2013-11-13,2013-11-13,2013,,,,
1597,I,2 ST,50 AV,BORDEN AVENUE,2013-10-15,2013-10-15,2013,,,,
1628,II,34 AV,midblock bet 113 ST and 114 ST,114 ST,1997-04-01,2013-11-12,2013,,,,
1630,I,34 AVE,E side of median,NW side of median,2013-11-12,2013-11-12,2013,,,,
1631,II,34 AVE,W side of 114 ST,E side of 114 ST,2013-11-12,2013-11-12,2013,,,,
1638,III,37 RD,75 ST,74 ST,2011-10-01,2013-05-01,2013,,,,
1669,II,50 AVENUE,LIC GREENWAY,2 ST,2013-10-15,2013-10-15,2013,,,,
1672,II,51 AVENUE,2 ST,LIC GREENWAY,2013-10-15,2013-10-15,2013,,,,
1696,II,69 RD,VAN WYCK EXPWY,113 PL,1979-07-01,2013-04-05,2013,,,,
1697,II,69 RD,VAN WYCK EXPWY,113 PL,2013-04-05,2013-04-05,2013,,,,
1700,III,73 PLACE,73 PLACE,COOPER AVE,2013-11-15,2013-11-15,2013,,,,
1783,III,BORDEN AVENUE,2 ST,LIC GREENWAY,2013-10-15,2013-10-15,2013,,,,
1810,I,COOPER AVENUE,73 PLACE,78 STREET,2013-11-15,2013-11-15,2013,,,,
1811,III,COOPER AVENUE,73 PLACE,78 STREET,2013-11-15,2013-11-15,2013,,,,
1812,I,COOPER AVENUE,78 ST,79 PLACE,2013-11-15,2013-11-15,2013,,,,
1813,III,COOPER AVENUE,79 PLACE,VALENTINE PLACE,2013-11-15,2013-11-15,2013,,,,
1814,III,COOPER AVENUE,VALENTINE PLACE,80 ST,2013-11-15,2013-11-15,2013,,,,
1872,II,JEWEL AV,113 PL,VAN WYCK EXPWY,2013-04-05,2013-04-05,2013,,,,
1873,II,JEWEL AV,113 PL,VAN WYCK EXPWY,2013-04-05,2013-04-05,2013,,,,
1892,III,LEFFERTS BLVD,ROCKAWAY BLVD,135 AV,2013-10-21,2013-10-21,2013,,,,
1893,I,LIC GREENWAY,54 AV,50 AV,2013-10-15,2013-10-15,2013,,,,
1989,II,UTOPIA PKWY,25 AV,26 AV,2013-07-01,2013-07-01,2013,,,,
1990,II,UTOPIA PKWY,25 AV,26 AV,2013-07-01,2013-07-01,2013,,,,
1995,II,VAN DAM ST,REVIEW AV,STARR AV,2013-09-01,2013-09-01,2013,,,,
2003,III,VERNON BLVD,34 AV,33 RD,2008-07-31,2013-11-20,2013,,,,
2007,II,VERNON BLVD,Queens Plaza South,QUEENSBRIDGE PARK GREENWAY,2008-07-01,2013-10-10,2013,,,,
2032,I,F D R BOARDWALK,FDR BOARDWALK,NEW DORP LA,2013-10-15,2013-10-15,2013,,,,
2070,I,NEW DORP BEACH GREENWAY,OAKWOOD BEACH GREENWAY,NEW DORP LA,2013-10-15,2013-10-15,2013,,,,
2098,I,SOUTH BEACH GREENWAY,MILLER FIELD,USS N CAROLINA RD,2006-04-01,2013-10-15,2013,,,,
2360,II,CO-OP CITY BOULEVARD,DREISER LOOP,BARTOW AVE,2013-07-30,2013-07-30,2013,,,,
2361,II,CO-OP CITY BOULEVARD,BAYCHESTER AVE,DREISER LOOP,2013-07-30,2013-07-30,2013,,,,
2611,I,34 AVE CITI FIELD LINK,34 AVE,GRAND CENTRAL PKWY SR E,2013-11-12,2013-11-12,2013,,,,
2612,I,34 AVE CITI FIELD LINK,GRAND CENTRAL PKWY SR E,BOAT BASIN PL,2013-11-12,2013-11-12,2013,,,,
18,I,1 AV,E 72 ST,E 61 ST,2012-06-11,2012-06-11,2012,,,,
27,I,2 AV,E 125 ST,E 104 ST,2012-10-26,2012-10-26,2012,,,,
54,I,8 AV,BANK ST,W 39 ST,2006-04-01,2012-07-06,2012,,,,
58,I,8 AV,W 43 ST,W 56 ST,2006-04-01,2012-07-06,2012,,,,
59,II,8 AV,W 56 ST,W 57 ST,2006-04-01,2012-07-06,2012,,,,
60,III,8 AV,W 57 ST,W 58 ST,2006-04-01,2012-07-06,2012,,,,
61,II,8 AV,W 58 ST,COLUMBUS CIR,2006-04-01,2012-07-06,2012,,,,
68,II,9 AV,W 33 ST,W 31 ST,2010-03-01,2012-10-05,2012,,,,
69,I,9 AV,W 59 ST,W 33 ST,2012-10-05,2012-10-05,2012,,,,
75,III,ADAM C POWELL BLVD,W 133 ST,W 150 ST,2012-11-06,2012-11-06,2012,,,,
76,III,ADAM C POWELL BLVD,W 133 ST,W 150 ST,2012-11-06,2012-11-06,2012,,,,
139,III,C P E 72 APPR,EAST DR,C P E 72 APPR,1979-05-01,2012-07-09,2012,,,,
140,II,C P E 72 APPR,EAST DR,EAST DR,1979-05-01,2012-07-09,2012,,,,
156,II,C P W 72 APPR,CENTRAL PARK W,CPW W 72 St APPROACH,2012-07-09,2012-07-09,2012,,,,
159,II,C P W 72 APPR,CPW W72 APPROACH,CPW W72 APPROACH,2012-07-09,2012-07-09,2012,,,,
160,II,C P W 72 APPR,WEST DR,CPW W72 APPROACH,2012-07-09,2012-07-09,2012,,,,
173,II,CENTER DR,WEST DR,EAST DR,1979-05-01,2012-09-15,2012,,,,
209,I,CLINTON ST,GRAND ST,DELANCEY ST,2006-10-01,2012-09-01,2012,,,,
210,I,CLINTON ST,GRAND ST,DELANCEY ST,2008-04-01,2012-09-01,2012,,,,
262,II,E 30 ST,2 AV,1 AV,2012-07-03,2012-07-03,2012,,,,
263,III,E 30 ST,3 AV,2 AV,2012-07-03,2012-07-03,2012,,,,
264,II,E 30 ST,6 AV,MADISON AV,2012-06-01,2012-06-01,2012,,,,
265,III,E 30 ST,MADISON AV,PARK AV,2012-07-03,2012-07-03,2012,,,,
266,II,E 30 ST,PARK AV,3 AV,2012-07-03,2012-07-03,2012,,,,
276,II,E 39 ST,1 AV,2 AV,2012-09-12,2012-09-12,2012,,,,
277,II,E 39 ST,11 AV,1 AV,2012-09-12,2012-09-12,2012,,,,
278,III,E 39 ST,2 AV,3 AV,2012-09-12,2012-09-12,2012,,,,
279,III,E 39 ST,LEXINGTON AV,5 AV,2012-09-12,2012-09-12,2012,,,,
280,II,E 40 ST,2 AV,1 AV,2012-09-21,2012-09-21,2012,,,,
281,II,E 40 ST,5 AV,MADISON AV,2012-09-21,2012-09-21,2012,,,,
282,III,E 40 ST,LEXINGTON AV,2 AV,2012-09-21,2012-09-21,2012,,,,
283,III,E 40 ST,MADISON AV,PARK AV,2012-09-21,2012-09-21,2012,,,,
284,II,E 40 ST,PARK AV,LEXINGTON AV,2012-09-21,2012-09-21,2012,,,,
285,II,E 43 ST,VANDERBILT AV,5 AV,2012-09-12,2012-09-12,2012,,,,
286,II,E 44 ST,5 AV,VANDERBILT AV,2012-09-21,2012-09-21,2012,,,,
287,III,E 48 ST,2 AV,1 AV,2012-09-21,2012-09-21,2012,,,,
288,II,E 48 ST,5 AV,MADISON AV,2012-09-21,2012-09-21,2012,,,,
289,II,E 48 ST,LEXINGTON AV,2 AV,2012-09-21,2012-09-21,2012,,,,
290,III,E 48 ST,MADISON AV,LEXINGTON AV,2012-09-21,2012-09-21,2012,,,,
291,III,E 51 ST,5 AV,1 AV,2012-09-21,2012-09-21,2012,,,,
293,II,E 54 ST,2 AV,1 AV,2012-09-12,2012-09-12,2012,,,,
294,II,E 54 ST,5 AV,MADISON AV,2012-09-12,2012-09-12,2012,,,,
295,III,E 54 ST,MADISON AV,2 AV,2012-09-12,2012-09-12,2012,,,,
296,II,E 55 ST,2 AV,LEXINGTON AV,2012-09-12,2012-09-12,2012,,,,
297,III,E 55 ST,LEXINGTON AV,PARK AV,2012-09-12,2012-09-12,2012,,,,
298,II,E 55 ST,PARK AV,5 AV,2012-09-12,2012-09-12,2012,,,,
329,II,EAST DR,CPE 72 APPR,TER DR,1979-05-01,2012-07-09,2012,,,,
450,I,RANDALLS ISLAND GREENWAY,RANDALLS ISLAND GREENWAY,WARDS ISLAND GREENWAY,2012-06-01,2012-06-01,2012,,,,
455,III,RIVERSIDE DR,W 181 ST,W 181 ST PED OV,2012-04-01,2012-04-01,2012,,,,
485,II,ST NICHOLAS PL,W 148 ST,W 155 ST,2003-08-01,2012-11-15,2012,,,,
486,II,ST NICHOLAS PL,W 148 ST,W 155 ST,2003-08-01,2012-11-15,2012,,,,
499,II,TER DR,EAST DR,WEST DR,1979-05-01,2012-07-09,2012,,,,
537,III,W 218 ST,BROADWAY,INDIAN RD,2003-06-01,2012-12-01,2012,,,,
550,III,W 30 ST,11 AV,10 AV,2012-07-13,2012-07-13,2012,,,,
551,II,W 30 ST,6 AV,MADISON AV,2012-06-01,2012-06-01,2012,,,,
552,III,W 30 ST,7 AV,6 AV,2012-06-01,2012-06-01,2012,,,,
553,II,W 30 ST,8 AV,7 AV,2012-06-01,2012-06-01,2012,,,,
558,III,W 39 ST,5 AV,8 AV,2012-09-12,2012-09-12,2012,,,,
560,II,W 40 ST,6 AV,5 AV,2012-09-21,2012-09-21,2012,,,,
561,III,W 40 ST,8 AV,6 AV,2012-09-21,2012-09-21,2012,,,,
565,II,W 43 ST,5 AV,VANDERBILT AV,2012-09-12,2012-09-12,2012,,,,
566,III,W 43 ST,6 AV,8 AV,2012-09-21,2012-09-21,2012,,,,
569,III,W 44 ST,8 AV,BROADWAY,2012-09-21,2012-09-21,2012,,,,
571,II,W 44 ST,BROADWAY,5 AV,2012-09-21,2012-09-21,2012,,,,
573,II,W 48 ST,6 AV,5 AV,2012-09-21,2012-09-21,2012,,,,
574,III,W 48 ST,8 AV,6 AV,2012-09-21,2012-09-21,2012,,,,
575,III,W 48 ST,8 AV,6 AV,1978-07-01,2012-09-21,2012,,,,
576,III,W 51 ST,BROADWAY,8 AV,2012-09-21,2012-09-21,2012,,,,
577,II,W 51 ST,BROADWAY,5 AV,2012-09-21,2012-09-21,2012,,,,
580,III,W 54 ST,6 AV,5 AV,2012-09-12,2012-09-12,2012,,,,
581,II,W 54 ST,7 AV,6 AV,2012-09-12,2012-09-12,2012,,,,
582,III,W 54 ST,8 AV,7 AV,2012-09-12,2012-09-12,2012,,,,
584,II,W 55 ST,5 AV,8 AV,2012-09-12,2012-09-12,2012,,,,
630,II,WEST DR,TERRACE DR,CENTRAL PARK S,1979-05-01,2012-09-15,2012,,,,
632,II,WEST DR,TER DIR,C P W 72 APPR,1979-05-01,2012-07-09,2012,,,,
633,II,WEST DR,TER DIR,C P W 72 APPR,1979-05-01,2012-07-09,2012,,,,
663,I,BROADWAY,VAN CORTLANDT PARK SERVICE RD,LAKEVIEW PL,2012-11-01,2012-11-01,2012,,,,
735,III,E 233 ST,WICKHAM AV,BAYCHESTER AV,2012-08-13,2012-08-13,2012,,,,
748,III,FREEMAN ST,REV JAMES POLITE AV,SOUTHERN BLVD,2012-06-05,2012-06-05,2012,,,,
771,III,INTERVALE AV,LOUIS NINE BLVD,FREEMAN ST,2012-06-05,2012-06-05,2012,,,,
790,III,LOUIS NINE BLVD,BOSTON RD,SOUTHERN BLVD,2012-06-15,2012-06-15,2012,,,,
895,III,WILKINS AV,CROTONA PARK E,BOSTON RD,2012-06-15,2012-06-15,2012,,,,
980,III,ASHLAND PL,DEKALB AV,HANSON PL,2012-10-03,2012-10-03,2012,,,,
987,III,BALTIC ST,HOYT ST,BOND ST,2012-12-15,2012-12-15,2012,,,,
1050,II,CARLTON AV,PACIFIC ST,ATLANTIC AV,2007-05-01,2012-09-16,2012,,,,
1054,I,CENTER DR,PP GAP ENTRANCE,W LAKE DR,1980-07-01,2012-06-20,2012,,,,
1259,II,LAFAYETTE AV,FT GREENE PL,FULTON ST,2012-10-10,2012-10-10,2012,,,,
1261,II,LAFAYETTE AV,ST FELIX ST,FT GREENE PL,2009-09-01,2012-10-10,2012,,,,
1334,II,OLD FULTON ST,FURMAN ST,FRONT ST,2009-12-09,2012-08-29,2012,,,,
1335,II,OLD FULTON ST,FURMAN ST,FRONT ST,2009-12-09,2012-08-29,2012,,,,
1355,I,P P OCEAN AV APPR,E LAKE DR,OCEAN AV,1980-07-01,2012-06-25,2012,,,,
1370,III,PARKSIDE AV,PARK CIR,OCEAN AV,2012-07-16,2012-07-16,2012,,,,
1371,III,PARKSIDE AV,PARK CIR,OCEAN AV,2012-07-16,2012-07-16,2012,,,,
1381,II,PLAZA ST E,EASTERN PKWY,FLATBUSH AV,2004-11-01,2012-08-04,2012,,,,
1388,II,PLAZA ST W,UNION ST,ST JOHN'S PL,2004-11-01,2012-08-04,2012,,,,
1390,III,PROSPECT PARK SW,PARK CIR,WINDSOR PL,2012-04-17,2012-04-17,2012,,,,
1391,III,PROSPECT PARK SW,WINDSOR PL,PROSPECT PARK W,2012-04-17,2012-04-17,2012,,,,
1395,I,PROSPECT PARK W,PROSPECT PARK SW,PLAZA ST W,2010-06-01,2012-12-13,2012,,,,
1521,I,W LAKE DR,PLAZA ST W,PARK CIR,1980-07-01,2012-06-20,2012,,,,
1522,I,W LAKE DR,PP GAP ENTRANCE,W LAKE DR,1980-07-01,2012-06-20,2012,,,,
1523,I,W LAKE DR,W LAKE DR,W LAKE DR,1980-07-01,2012-06-20,2012,,,,
1535,I,WEST DR,PP GAP ENTRANCE,W LAKE DR,1980-07-01,2012-06-20,2012,,,,
1536,I,WEST DR,PP GAP ENTRANCE,PP GAP EXIT,1980-07-01,2012-06-20,2012,,,,
1680,III,62 DR,110 ST,108 ST,2012-08-17,2012-08-17,2012,,,,
1682,III,62 DR,97 PL,99 ST,2012-08-13,2012-08-13,2012,,,,
1683,III,63 AV,QUEENS BLVD,AUSTIN ST,2012-08-17,2012-08-17,2012,,,,
1684,III,63 RD,QUEENS BLVD,GRND CNTRL PKWY,2012-08-17,2012-08-17,2012,,,,
1996,I,VAN WYCK EXWY EXIT NB,FLUSHING BAY PROMENADE,HARPER ST,2001-11-01,2012-09-06,2012,,,,
1997,I,VAN WYCK EXWY EXIT NB,HARPER ST,UNNAMED ST,2001-11-01,2012-09-06,2012,,,,
2033,I,F D R BOARDWALK,MIDLAND BEACH GREENWAY,OCEAN AV,1935-01-01,2012-10-29,2012,,,,
2206,III,130 PL,BERGEN RD,155 AV,2012-07-01,2012-07-01,2012,,,,
2207,III,130 PL,BERGEN RD,SOUTH SERVICE RD,2012-07-01,2012-07-01,2012,,,,
2208,III,134 ST,134 ST,BERGEN RD,2012-07-01,2012-07-01,2012,,,,
2209,III,BERGEN ST,134 ST,130 PL,2012-07-01,2012-07-01,2012,,,,
2210,III,LEFFERTS BLVD,AIR TRAIN,NASSAU EXPWY,2012-07-01,2012-07-01,2012,,,,
2218,I,WEST DR,CENTRAL PARK N,TERRACE DR,1979-05-01,2012-09-15,2012,,,,
2389,I,E 78 ST OVERPASS,CHEROKEE PL,FDR DR GREENWAY,1945-01-01,2012-01-01,2012,,,,
2646,III,BROADWAY,W 242 ST,MANHATTAN COLLEGE PARKWAY,2012-11-01,2012-11-01,2012,,,,
6,I,1 AV,E 1 ST,E 41 ST,2003-08-01,2011-07-22,2011,,,,
9,II,1 AV,E 41 ST,E 42 ST,2003-08-01,2011-07-22,2011,,,,
10,I,1 AV,E 42 ST,E 46 ST,2003-08-01,2011-07-22,2011,,,,
12,III,1 AV,E 46 ST,E 47 ST,2003-08-01,2011-07-22,2011,,,,
13,I,1 AV,E 46 ST,E 49 ST,2003-08-01,2011-07-22,2011,,,,
23,III,10 AV,DYCKMAN ST,W 204 ST,2011-08-15,2011-08-15,2011,,,,
25,III,10 AV,W 206 ST,W 216 ST,2011-08-15,2011-08-15,2011,,,,
32,III,2 AV,E 34 ST,E 43 ST,2011-07-22,2011-07-22,2011,,,,
46,III,5 AV,W 142 ST,W 132 ST,2011-04-24,2011-04-24,2011,,,,
77,II,ALBANY ST,SOUTH END AV,HUDSON RIVER GREENWAY,2011-06-01,2011-06-01,2011,,,,
176,I,CENTRAL PARK PATH,CENTRAL PARK W,5 AV,2011-12-01,2011-12-01,2011,,,,
392,III,HAVEN AV,W 181 ST,W 181 ST,2011-11-14,2011-11-14,2011,,,,
432,I,NORTH COVE,BATTERY PARK CITY GREENWAY,NORTH END AV,2011-06-01,2011-06-01,2011,,,,
433,I,NORTH COVE,LIBERTY ST,BATTERY PARK CITY GREENWAY,2011-06-01,2011-06-01,2011,,,,
434,III,NORTH END AV,BATTERY PARK CITY GREENWAY,VESEY ST,2011-06-01,2011-06-01,2011,,,,
471,II,SOUTH END AV,ALBANY ST,LIBERTY ST,2011-06-01,2011-06-01,2011,,,,
474,I,SOUTH ST,WALL ST,JOHN ST,2011-07-01,2011-07-01,2011,,,,
509,III,VESEY ST,NORTH END AV,HUDSON RIVER GREENWAY,2011-06-01,2011-06-01,2011,,,,
530,III,W 181 ST,AMSTERDAM AV,RIVERSIDE DR,2011-11-14,2011-11-14,2011,,,,
531,III,W 181 ST,AMSTERDAM AV,RIVERSIDE DR,2011-11-14,2011-11-14,2011,,,,
532,III,W 181 ST,AMSTERDAM AV,RIVERSIDE DR,2011-11-14,2011-11-14,2011,,,,
549,II,W 30 ST,11 AV,LINCOLN TUN EXIT,2011-11-15,2011-11-15,2011,,,,
554,II,W 30 ST,9 AV,8 AV,2011-11-15,2011-11-15,2011,,,,
555,III,W 30 ST,DYER AV,9AV,2011-11-15,2011-11-15,2011,,,,
557,II,W 30 ST,HUDSON RIVER GREENWAY,11 AV,2011-11-15,2011-11-15,2011,,,,
588,I,W 72 ST PED OVPS,W 72 ST,HUDSON RIVER GREENWAY,2001-04-01,2011-09-01,2011,,,,
767,II,HUNTS PT AV,GARRISON AVE,SPOFFORD AVE,2011-11-01,2011-11-01,2011,,,,
779,II,LAFAYETTE AV,HUNTS PT AV,EDGEWATER RD,2011-11-01,2011-11-01,2011,,,,
792,III,MACOMBS RD,JEROME AV,W 176 ST,2011-06-01,2011-06-01,2011,,,,
835,I,SOUNDVIEW PARK GREENWAY,LAFAYETTE AV,SOUNDVIEW PARK GREENWAY,2011-07-01,2011-07-01,2011,,,,
975,II,ADAMS ST,FULTON ST,SANDS ST,1998-06-01,2011-06-01,2011,,,,
976,II,ADAMS ST,FULTON ST,SANDS ST,1998-06-01,2011-06-01,2011,,,,
981,I,ATLANTIC AV,BROOKLYN BRIDGE PARK GREENWAY,COLUMBIA ST,2011-10-13,2011-10-13,2011,,,,
1034,I,BROOKLYN BRIDGE PARK GREENWAY,ATLANTIC AV,FURMAN ST,2011-09-01,2011-09-01,2011,,,,
1035,I,BROOKLYN BRIDGE PARK GREENWAY,NEW DOCK ST,MAIN ST,2011-09-15,2011-09-15,2011,,,,
1092,I,COLUMBIA ST,DE GRAW ST,ATLANTIC AV,2008-10-01,2011-10-13,2011,,,,
1189,II,FRONT ST,DOCK ST,OLD FULTON ST,2008-10-27,2011-12-14,2011,,,,
1190,II,FRONT ST,YORK ST,DOCK ST,2008-10-27,2011-12-14,2011,,,,
1202,I,GRAND ARMY PLZ GREENWAY,PLAZA ST W,PLAZA ST E,2011-09-01,2011-09-01,2011,,,,
1340,I,OWLS HEAD PARK GREENWAY,COLONIAL RD,68 ST,2011-05-01,2011-05-01,2011,,,,
1385,I,PLAZA ST W,GRAND ARMY PLZ GREENWAY,UNION ST,2011-09-01,2011-09-01,2011,,,,
1386,I,PLAZA ST W,GRAND ARMY PLZ GREENWAY,UNION ST,2011-09-01,2011-09-01,2011,,,,
1387,I,PLAZA ST W,PLAZA ST W,WEST DR,2011-09-01,2011-09-01,2011,,,,
1389,I,PLAZA ST W,WEST DR,PLAZA ST E,2007-09-01,2011-09-01,2011,,,,
1526,II,WASHINGTON AV,DEAN ST,STERLING PL,2011-06-01,2011-06-01,2011,,,,
1527,II,WASHINGTON AV,DEAN ST,STERLING PL,2011-06-01,2011-06-01,2011,,,,
1528,III,WASHINGTON AV,STERLING PL,EASTERN PKWY,2011-06-01,2011-06-01,2011,,,,
1529,III,WASHINGTON AV,STERLING PL,EASTERN PKWY,2011-06-01,2011-06-01,2011,,,,
1531,III,WASHINGTON ST,PLYMOUTH ST,FRONT ST,2011-12-16,2011-12-16,2011,,,,
1608,III,23 ST,44 DR,QUEENS PLAZA S,2011-10-27,2011-10-27,2011,,,,
1609,II,23 ST,QUEENS PLZ S,QUEENS PLZ N,2011-12-01,2011-12-01,2011,,,,
1637,I,37 RD,73 ST,74 ST,2011-10-01,2011-10-01,2011,,,,
1646,II,44 DR,10 ST,11 ST,2011-06-17,2011-06-17,2011,,,,
1647,II,44 DR,11 ST,21 ST,2011-06-17,2011-06-17,2011,,,,
1648,II,44 DR,21 ST,23 ST,2011-06-17,2011-06-17,2011,,,,
1650,III,44 DR,23 ST,HUNTER ST,2011-06-17,2011-06-17,2011,,,,
1651,II,44 DR,HUNTER ST,JACKSON AV,2011-06-17,2011-06-17,2011,,,,
1652,II,44 DR,VERNON BLVD,10 ST,2011-06-17,2011-06-17,2011,,,,
1653,II,44 DR,VERNON BLVD,JACKSON AV,2011-06-17,2011-06-17,2011,,,,
1701,III,73 ST,41 AV,ROOSEVELT AV,2011-10-01,2011-10-01,2011,,,,
1702,I,73 ST,ROOSEVELT AV,37 RD,2011-10-01,2011-10-01,2011,,,,
1703,III,74 ST,37 RD,34 AV,2011-10-01,2011-10-01,2011,,,,
1704,III,74 ST,BROADWAY,41AV,2011-10-01,2011-10-01,2011,,,,
1705,III,75 ST,41 AV,37 RD,2011-10-01,2011-10-01,2011,,,,
1714,II,8 ST,27 AV,MAIN AV,2011-07-31,2011-07-31,2011,,,,
1787,I,BROADWAY,37 RD,ROOSEVELT AV,2011-10-01,2011-10-01,2011,,,,
1789,I,BROADWAY,ROOSEVELT AV,74 ST,2011-10-01,2011-10-01,2011,,,,
1941,I,QUEENS BLVD,SKILLMAN AV,JACKSON AV,1900-01-01,2011-10-20,2011,,,,
2031,III,DRURY AV,OCEAN AV,FR CAPODANNO BLVD,2011-12-09,2011-12-09,2011,,,,
2036,III,FR CAPODANNO BLVD,DRURY AV,LILY POND AV,1980-07-01,2011-12-09,2011,,,,
2037,II,FR CAPODANNO BLVD,LINCOLN AV,MIDLAND AV,2011-12-09,2011-12-09,2011,,,,
2038,III,FR CAPODANNO BLVD,LINCOLN AV,MIDLAND AV,2011-12-09,2011-12-09,2011,,,,
2041,III,GUILFORD ST,LILY POND AV,OCEAN AV,2011-12-09,2011-12-09,2011,,,,
2062,III,LINCOLN AV,F D R BOARDWALK,FR CAPODANNO BLVD,2011-12-09,2011-12-09,2011,,,,
2063,III,LINCOLN AV,F D R BOARDWALK,FR CAPODANNO BLVD,2011-12-09,2011-12-09,2011,,,,
2074,III,OCEAN AV,GUILFORD ST,DRURY AV,2011-12-09,2011-12-09,2011,,,,
2088,III,SAND LA,FR CAPODANNO BLVD,SOUTH BEACH GREENWAY,2011-12-09,2011-12-09,2011,,,,
2094,I,SOUTH BEACH GREENWAY,F D R BOARDWALK,FR CAPODANNO BLVD,2011-12-09,2011-12-09,2011,,,,
2099,I,SOUTH BEACH GREENWAY CONNECTOR,F D R BOARDWALK,FR CAPODANNO BLVD,2011-12-09,2011-12-09,2011,,,,
2114,III,WASHINGTON ST,FRONT ST,YORK ST,2011-12-16,2011-12-16,2011,,,,
2395,III,NORTH END AVE,VESEY ST,NORTH COVE,2011-06-01,2011-06-01,2011,,,,
2396,III,NORTH END AVE,NORTH COVE,VESEY ST,2011-06-01,2011-06-01,2011,,,,
2439,II,1 AVE,48 ST,49 ST,2003-08-01,2011-07-22,2011,,,,
2,I,1 AV,E 1 ST,E 41 ST,2007-04-01,2010-10-01,2010,,,,
3,I,1 AV,E 1 ST,E 41 ST,2010-10-01,2010-10-01,2010,,,,
4,I,1 AV,E 1 ST,E 34 ST,2010-10-01,2010-10-01,2010,,,,
22,III,1 AV,E HOUSTON ST,E 1 ST,2010-10-01,2010-10-01,2010,,,,
28,I,2 AV,E 14 ST,E 2 ST,1998-07-01,2010-10-01,2010,,,,
30,II,2 AV,E 2 ST,E 1 ST,1998-07-01,2010-10-01,2010,,,,
33,I,2 AV,E 34 ST,E 23 ST,2010-10-01,2010-10-01,2010,,,,
53,I,8 AV,BANK ST,W 39 ST,2006-04-01,2010-09-01,2010,,,,
83,III,AMSTERDAM AV,W 162 ST,W 160 ST,2010-08-01,2010-08-01,2010,,,,
120,I,BROADWAY,E 23 ST,E 18 ST,2001-01-01,2010-09-01,2010,,,,
179,III,CENTRAL PARK W,W 109 ST,FRED DOUGLASS CIR,2010-06-01,2010-06-01,2010,,,,
214,I,COLUMBUS AV,W 96 ST,W 77 ST,2010-08-01,2010-08-01,2010,,,,
215,I,COLUMBUS AV,W 96 ST,W 77 ST,2006-09-01,2010-08-01,2010,,,,
357,III,FRED DOUGLASS CIR,CENTRAL PARK W,FRED DOUGLASS BLVD,2010-06-01,2010-06-01,2010,,,,
398,I,HUDSON RIVER GREENWAY,W 82 ST,W 90 ST,2010-05-01,2010-05-01,2010,,,,
436,I,PETER MINUIT PLAZA GREENWAY,EAST RIVER ESPLANADE,BATTERY PARK GREENWAY,2010-08-01,2010-08-01,2010,,,,
458,II,RIVINGTON ST,ATTORNEY ST,FORSYTH ST,2010-05-01,2010-05-01,2010,,,,
459,II,RIVINGTON ST,CHRYSTIE ST,BOWERY,2008-08-01,2010-05-01,2010,,,,
460,I,RIVINGTON ST,FORSYTH ST,CHRYSTIE ST,2010-05-01,2010-05-01,2010,,,,
461,III,RIVINGTON ST,PITT ST,ATTORNEY ST,2010-05-01,2010-05-01,2010,,,,
479,II,ST NICHOLAS AV,W 117 ST,W 162 ST,1996-04-01,2010-08-01,2010,,,,
480,II,ST NICHOLAS AV,W 117 ST,W 162 ST,1996-04-01,2010-08-01,2010,,,,
482,I,ST NICHOLAS AV,W 163 ST,W 162 ST,1996-04-01,2010-08-01,2010,,,,
483,I,ST NICHOLAS AV,W 162 ST,AMSTERDAM AVE,1996-04-01,2010-08-01,2010,,,,
488,III,STANTON ST,ELDRIDGE ST,FORSYTH ST,2010-05-01,2010-05-01,2010,,,,
